"11","Greener Side Wellness","Call to address","La Mesa","Ca","91942","Greenersidewellness420@gmail.com","619-508-5171","September 16th, 2014","6136_va030bezyju.png","https://images.weedmaps.com/dispensaries/000/035/275/avatar/square_fill/1504028367-photo_1_.PNG","32.7610926","-117.0325587",,,"http://instagram.com/greenersidewellness420","Happy Hours Extended! New Happy Hours 8a-11a 9p-12Midnight Happy Hour Special - 5 Gram 1/8s Any Shelf - BOGO Wax/Crumble (Select Strains)","https://weedmaps.com/dispensaries/greener-side-wellness"
"12","Tri Star Organics","11123 Burbank Blvd","North Hollywood","California","91601","tristar818@gmail.com .","(818)358-2975","April 8th, 2015","6140_rj5mg0403jq.jpg","https://images.weedmaps.com/dispensaries/000/042/228/avatar/square_fill/1510582748-1508222607-IMG_4345.jpg","34.1722900","-118.3733090",,,"http://instagram.com/tristar_organics","~WE'RE OPEN EVERY HOLIDAY: 10AM-10PM!~. **HAPPY HOUR** EVERYDAY FROM - 12:00pm-7:10pm *EARLY BIRD* SPECIAL EVERYDAY 10AM-12PM VISIT tsweekly.info/offers FOR MORE DEALS AND SPECIALS! ~NO NEW PATIENTS AFTER 11:40 PM!","https://weedmaps.com/dispensaries/ccc-3"
"13","THC - The Healing Center","1400 Needles Hwy. Unit 100","Needles","CA","92363","thcneedlesca@yahoo.com","(760) 447-2663","November 26th, 2013","6144_v4kmh0n1nhs.jpg","https://images.weedmaps.com/dispensaries/000/028/299/avatar/square_fill/1510582425-THC-Hoodie-Logo.jpg","34.8485280","-114.6108320",,"https://twitter.com/THEHILLINGCENTE",,"The Healing Center Needles ALL TAXES INCLUDED Come in and check out our cornucopia of deals throughout the holiday seasons.","https://weedmaps.com/dispensaries/thc-the-healing-center-needles-walk-in"
"14","Hi Cascade - Portland","11030 Se Holgate Blvd","Portland","Or","97266","ahicascade@gmail.com","503-946-8474","February 10th, 2016","6149_bejdzv3v1lx.jpg","https://images.weedmaps.com/dispensaries/000/046/471/avatar/square_fill/1510582909-1505944241-New_Logo.jpg","45.4893380","-122.5495600",,,"http://instagram.com/hicascadepdx","Motivated Mon!15% OFF Sativa Flower/Items Top Shelf Tues!15% OFF Premium Flower! Wellness Wed!15% CBD/Topicals S.I.N. Thurs!15% off w/ Valid OLCC Card Feature Fri!Bud-tenders Choice! 15% OFF Shatterday!$5 off shatter Sleepy Sun!15% OFF Indica Flower/Items","https://weedmaps.com/dispensaries/hicascade-se-pdx"
"15","Hi Cascade - Salem","5070 Commercial St Suite 115","Salem","OR","97306","Hicascadesalem@gmail.com","971-273-7920","June 2nd, 2016","6152_01pyo2knw3q.jpg","https://images.weedmaps.com/dispensaries/000/047/720/avatar/square_fill/1510582968-large_large_square_hicascade-web-650.jpg","44.8817690","-123.0292750",,,,,"https://weedmaps.com/dispensaries/hi-cascade-2"
"16","5 Gram Eighths","1041 N Mount Vernon Ave","San Bernardino","CA","92410","sanbernardino.maryjane@gmail.com","909-203-8994","June 2nd, 2016","6157_hc1t2h3ncnv.jpg","https://images.weedmaps.com/dispensaries/000/047/713/avatar/square_fill/1510582967-ava.jpg","34.1184600","-117.3133020",,,"http://instagram.com/@5GRAM8THS  Snapchat ---->  @fivegram8ths","*THCLEAR CONE SESH THROUGHOUT THE DAY!* DAILY DEALS: MON: MOON ROCK MONDAY 5Gs @ 45 TUES:DOUBLE STAMP !! WED:$5 OFF CRUMBLE (LIMIT 1) THURS: $5 OFF THCLEAR FRI: $20 OFF ANY OUNCE SAT: SHATTER DAY $5 OFF SHATTER (LIMIT 2) SUN: PATIENT CHOICE !!","https://weedmaps.com/dispensaries/holy-greens"
"17","Hi Cascade - Rockaway Beach","656 S Hwy 101","Rockaway Beach","OR","97136","hicascaderockawaybeach@gmail.com","971-306-1313","February 6th, 2017","6162_cx5siav00dj.jpg","https://images.weedmaps.com/dispensaries/000/050/436/avatar/square_fill/1510583114-HiCascade.jpg","45.6037820","-123.9451750",,"https://twitter.com/Hicascadedepoe","https://twitter.com/hicascaderock",,"https://weedmaps.com/dispensaries/hi-cascade-2-2"
"18","Hazel PRE-ICO","17523 Ventura Blvd.","Encino","CA","91316","www.hazelcollective@yahoo.com","818-793-3972","August 20th, 2013","6167_wsj1tj4h25r.jpg","https://images.weedmaps.com/dispensaries/000/026/140/avatar/square_fill/1510582346-FullSizeRender.jpg","34.1620060","-118.5149860",,,"http://instagram.com/hazel_collective","35 CAP ALL TOP SHELF!!! EVERYDAY EASY ACCESS- PRIVATE PARKING IN FRONT OF THE BUILDING","https://weedmaps.com/dispensaries/hazel"
"19","Valley Greenhouse","15138 Valley Blvd","City Of Industry","CA","91746","galetreehouse@gmail.com","626-923-8222","September 30th, 2014","6172_rngoo5zr2jk.jpg","https://images.weedmaps.com/dispensaries/000/035/621/avatar/square_fill/1510582621-1509424987-6F2B3E00-2BCD-4060-88EA-C15EE5784910.jpeg","34.0278770","-117.9650550",,,"http://instagram.com/VALLEYGREENHOUSE626","-----HOURS--------- MONDAY: 9AM - 11PM TUESDAY: 9AM - 11PM WEDNESDAY : 9AM-11PM THURSDAY: 9AM - 11PM FRIDAY: 9AM - 12AM SATURDAY: 9AM - 12AM SUNDAY: 9AM - 11PM -----HAPPY HOUR------ EVERYDAY!!? 9-11AM AND 9-11PM 5G'S FOR $50 ON TOPSHELF 5G'S FOR $60 ON PR","https://weedmaps.com/dispensaries/heightscollective"
"20","Buddah's Buds","8644 Norwalk Blvd (entrance in back)","Whittier","CA","90606","loudpakwhit420@gmail.com","562-351-7787","September 12th, 2014","6176_wjwgayg1c0o.jpg","https://images.weedmaps.com/dispensaries/000/035/198/avatar/square_fill/1510582623-buddah_buds_weedmaps_.jpg","33.9622440","-118.0703550",,,"https://www.instagram.com/BUDDHAZBUDS/","---->**UNDER NEW MANAGMENT BLOWOUT PRICES**<---- ?TOY(*TOY MUST BE NEW WITH TAGS/OR IN PACKAGE AND MUST BE UNWRAPPED*) AND RECIVE A FREE SELECTED?GRAM OR FREE DAB WITH YOUR DONATION OF $10 OR MORE?!! VALID NOW TILL 12/20/17","https://weedmaps.com/dispensaries/whittierhotbox"
"21","Organica Patient Group","856 S Hwy 89","Chino Valley","AZ","86323","opgorganica@gmail.com","928-636-5566","May 22nd, 2013","6132_2jtuvuksa01.png","https://images.weedmaps.com/dispensaries/000/024/476/avatar/square_fill/1510582232-opg_logo_1_cmyk.png","34.7330870","-112.4542860","https://www.facebook.com/Organica-Patient-Group-Inc-390699864374260/","http://twitter.com/OPGOrganica","http://instagram.com/organicapatientgroup","Daily Deals: Mon - Buy one get one 1/2 off Pre-Rolls Tues - 25% Off Accessories Wed - Humpday Games and Prizes Thur - Buy one get one 1/2 off edible Friday - Happy Hour Buy one get 1/2 off edible and pre-rolls!!! From 4:20 - CLOSE","https://weedmaps.com/dispensaries/organica-patient-group"
"22","Church of the Holy Grail - Newport Beach","2072 SE Bristol St","Newport Beach","CA","92660","holygrailoc@gmail.com","949-372-9466","May 17th, 2017","6138_5lafutudnzp.jpg","https://images.weedmaps.com/dispensaries/000/051/803/avatar/square_fill/1510583213-1503977809-WM---BB-LOGO-02.jpg","33.6609800","-117.8747760","http://facebook.com/HolyGrailOC","http://twitter.com/HolyGrailOC","http://instagram.com/HolyGrailOC",,"https://weedmaps.com/dispensaries/church-of-the-holy-grail"
"23","Sugar Shack","2530 South Santa Fe","San Marcos","CA","92084","sugarshack710@gmail.com","760-536-3391","December 15th, 2015","6143_vc5zb2x1vx1.jpg","https://images.weedmaps.com/dispensaries/000/045/599/avatar/square_fill/1510582843-Sugar_Shack_Social_Face.jpg","33.1615340","-117.2043470","https://www.facebook.com/sugarshack710/","https://twitter.com/sugarshack760/","https://www.instagram.com/sugarshack760/","_ Daily Deals The Week Of: 12/11 - 12/15 _ _ Monday: 20% Remedy Gummies? _ Tuesday: Plushberry $40 1/8 _ Wednesday: $5 off Full Gram Concentrate _ Thursday: Kosher Kush $40 1/8 _ Friday: $2 off 4pk of paradise candies","https://weedmaps.com/dispensaries/sugar-shack"
"24","LOL 20 Cap","2850 E Foothill Blvd","Rialto","CA","91001","Thedankbank909@gmail.com","909-233-0889","September 7th, 2016","6147_viztspgbdqx.png","https://images.weedmaps.com/dispensaries/000/048/789/avatar/square_fill/1513287585-untitled.png","34.1076470","-117.3514920",,,"http://instagram.com/westsideconnection909","*LOCATED DOWNSTAIRS IN TWO STORY SHOPPING PLAZA, BELOW THE TATTOO SHOP! WITH THE BLACKED OUT DOORS AND GREEN SNOWFLAKES!* ALWAYS welcoming first time patients! LAST ftp call @ 11:30pm. LAST CALL FOR RETURNING PATIENTS IS AT 11:45PM. :)","https://weedmaps.com/dispensaries/buddhas-best-collective"
"25","Downtown Perris Collective 316","316 E 4th St","Perris","CA","92570","316dtpc@gmail.com","951-238-1882","September 19th, 2013","6153_jl0pz0iuytt.jpg","https://images.weedmaps.com/dispensaries/000/026/734/avatar/square_fill/1512958146-DTPC-instanewyear-01.jpg","33.7826260","-117.2234280",,,"http://instagram.com/downtownperris316",,"https://weedmaps.com/dispensaries/t-h-c-perris"
"26","Sky Dispensaries ? Mesa","5205 E University Dr","Mesa","Az","85205","info@skydispensaries.com","480-500-5054","December 17th, 2015","6158_g0wkayejiom.png","https://images.weedmaps.com/dispensaries/000/045/628/avatar/square_fill/1510582905-1510357813-Untitled_design.png","33.4224480","-111.7188040",,,,"Debit machines work like an ATM, so there is a $4.00 fee on our end, and your bank may charge a fee as well. Debit card MUST be in the patient's name!!! We now have a physical fee-less ATM inside that accepts debit and credit cards.","https://weedmaps.com/dispensaries/sky-dispensaries-mesa"
"27","OSH","14064 Foothill Blvd","Sylmar","CA","91342","OneStopHealers@yahoo.com","818-454-3976","April 10th, 2013","6161_zrgzzl4knoc.jpg","https://images.weedmaps.com/dispensaries/000/023/634/avatar/square_fill/1510582246-One_Stop_Healers.jpg","34.3147920","-118.4404310",,,"http://instagram.com/ONESTOPHEALERS","All TOP SHELF $10 a gram/$35 1/8th/$70 quarter/$135 half/$269 ounce, 3 grams of select SHATTER for $100.. BIRTHDAYS GET FREE JOINT WITH A FREE JOLLY RANCHER...PERSON BRINGING A REFERRAL RECEIVE'S1 GRM OF TOP SHELF OF YOUR CHOICE & 1 TOP SHELF JOINT!","https://weedmaps.com/dispensaries/one-stop-healers"
"28","Ramona Cannabis Company","736 Montecito Way","Ramona","CA","92065","Shop@ramonacc.com","760-687-9700","February 24th, 2016","6166_m5h5wnb2kmr.jpg","https://images.weedmaps.com/dispensaries/000/046/632/avatar/square_fill/1510582969-1509392965-JD_Ramon_logo.jpg","33.0433550","-116.9049960","https://www.facebook.com/ramonashowgrow/","http://twitter.com/Ramona_Cannabis","http://instagram.com/ramonacannabis","Call, come in, or click ""DEALS"" to Check Out our Daily Deals!! Standard Sales Tax Applied at the end of purchase *Now carrying Chong's Choice SFV OG + a series of Chong's Choice pre-rolls!","https://weedmaps.com/dispensaries/ramona-cannabis"
"29","Holt Blvd 7 Gram","1305 West Holt Ave Unit 103","Pomona","CA","91768","holtblvd7gram@gmail.com","909-933-0273","October 25th, 2017","6171_hfwzhexqpg1.jpg","https://images.weedmaps.com/dispensaries/000/054/304/avatar/square_fill/1510583402-1509044764-31F9FCE7-941C-4D95-B74F-94AE61A7161A.jpeg","34.0621080","-117.7709500",,,"http://instagram.com/@holtave7gram",,"https://weedmaps.com/dispensaries/holt-blvd-7-gram"
"30","5 Star Greenery","9085 Mission Blvd","Jurupa Valley","CA","92509","5sgleadvol@gmail.com","(951)332-2727","February 1st, 2017","6177_gzoqldpcl0s.jpg","https://images.weedmaps.com/dispensaries/000/050/379/avatar/square_fill/1510583122-5star-Greenery-logo-web__3_.jpg","34.0126300","-117.4814470","https://www.facebook.com/profile.php?id=100015201279370",,"http://instagram.com/5_Star_Greenery",,"https://weedmaps.com/dispensaries/5-star-greenery-6"
"31","NIRVANA - Wayne","5405 Cogswell Road","Wayne","MI","48184","nirvanawayne@yahoo.com","734-881-0008","March 16th, 2017","6134_xwpog0pgimm.jpg","https://images.weedmaps.com/dispensaries/000/050/985/avatar/square_fill/1510583142-NirvanaLogo.JPG","42.2692480","-83.4155190",,,"http://instagram.com/NIRVANA_WAYNE",,"https://weedmaps.com/dispensaries/nirvana-wayne"
"32","Mission Hills Patients Collective - Northridge / Reseda / Chatsworth","18446 Hart St. Unit M2","Reseda","CA","91335","MHPCOLLECTIVE1@GMAIL.COM","(818)746-7313","July 12th, 2012","6137_msgp2rp1512.jpg","https://images.weedmaps.com/dispensaries/000/018/890/avatar/square_fill/1510582061-number-1.jpg","34.1972522","-118.5348403","http://facebook.com/Mhpc Caregivers","http://twitter.com/MHPCollective","http://instagram.com/MHPCOLLECTIVE1",,"https://weedmaps.com/dispensaries/bmc-2"
"33","Motor City Good Vibes","22023 Fenkell Ave","Detroit","MI","48223","detroitmotorcitygoodvibes@gmail.com","313-246-6383","January 29th, 2016","6142_lb0c42yfram.jpg","https://images.weedmaps.com/dispensaries/000/046/320/avatar/square_fill/1513117656-IMG_1540.JPG","42.4000600","-83.2572990",,"http://twitter.com/@BohemianClub313","http://instagram.com/@mcgv313","We are Open. Deals All Day. 3 for 100 shatter. cart deals all day. no 8th over 40","https://weedmaps.com/dispensaries/the-bohemian-club"
"34","THCSD","3703 Camino Del Rio South, Suite 215A","San Diego","CA","92108","thcsd420@gmail.com","858-324-2420","March 22nd, 2016","6148_sdj5dsyn5mp.jpg","https://images.weedmaps.com/dispensaries/000/046/915/avatar/square_fill/1510582918-THCSD_weedmaps2.jpg","32.7777330","-117.1151160","https://www.facebook.com/thehealingcentersd/",,"http://instagram.com/thcsd420","MIX & MATCH 3 for $99 on select flowers, cartridges, & wax ? $199 OUNCE SPECIALS -Dream Queen -Three Kings -Blueberry Bomb -Hawaiian Skunk -Snow Cap -Berry Wreck -And MORE!!!! $225 OUNCE SPECIALS -Sonoma Glue $250 -Apple Jack","https://weedmaps.com/dispensaries/thc-the-healing-center-2"
"35","Green Gold Cultivators - San Andreas","568 Angels Rd.","San Andreas","California","95249","greengold1981@att.net","209-674-8008","November 4th, 2013","6154_zru51hbf0vz.jpg","https://images.weedmaps.com/dispensaries/000/027/686/avatar/square_fill/1510582430-1509728443-GGC_face.jpg","38.1886790","-120.6753370","http://Facebook.com/GreenGoldCultivatorsInc","https://twitter.com/greengold_inc","http://instagram.com/GreenGold.Inc",,"https://weedmaps.com/dispensaries/green-gold-cultivators"
"36","Calaveras Little Trees","2641 Highway 4, Suite 7 (Upstairs)","Arnold","CA","95223","info@littletreeswellness.com","209-890-3647","January 29th, 2013","6159_1wxvuxbdmh3.png","https://images.weedmaps.com/dispensaries/000/022/156/avatar/square_fill/1510582197-LT_logo_white_bkgrnd.png","38.2336460","-120.3667720","https://www.facebook.com/CalaverasLittleTrees","https://twitter.com/littletrees_ca","http://instagram.com/littletreescollectiveca",,"https://weedmaps.com/dispensaries/little-trees-collective"
"37","Hempire SD","9058 Olive Dr","Spring Valley","CA","91977","hempirecollectivesd@gmail.com","619.704.4475","April 22nd, 2015","6164_hk1gqhis0j5.jpg","https://images.weedmaps.com/dispensaries/000/042/627/avatar/square_fill/1510582744-1509560718-berner-Hempire-620x620.jpg","32.7448000","-116.9989000",,,,"HAPPY HOUR ALL DAY EVERY DAY FOR THE MONTH OF NOVEMBER! OPEN 24 HOURS A DAY, EVERYDAY! ALL TOP SHELF STRAINS $10 / GRAM ALL HEMPIRE SHELF $15 / GRAM ALL MID- SHELF $7 /GRAM HEMPIRE SHELF $45 CAP ALL STRAINS or 4G/ $50! $20G OG SHATTER $20G OG CRUMBLE","https://weedmaps.com/dispensaries/empire-collective-sd"
"38","Mr. Naturals","521 S. ALVARADO ST (EL POLLO LOCO LOT)","Los Angeles","CA","90057","mr.naturalsdtla@gmail.com","213-256-8312","January 28th, 2015","6169_1ltgpsiqqlm.png","https://images.weedmaps.com/dispensaries/000/039/101/avatar/square_fill/1510582703-FTP.png","34.0601870","-118.2745990",,,"http://instagram.com/mrnaturalsdt",,"https://weedmaps.com/dispensaries/mr-naturals"
"39","SoCal Enterprises","Call for Address (951) 870-7311","Ridgecrest","CA","93555","Socalcitylites2.1988@gmail.com","(760) 264-5696","January 6th, 2016","6173_ts1dt333qda.jpg","https://images.weedmaps.com/dispensaries/000/050/192/avatar/square_fill/1510583089-1502921602-color_hempturtle_with_black_TM__4_.jpg","35.6514590","-117.6972480","http://facebook.com/socalcitylites2",,"http://instagram.com/SoCal_citylites2","Ask about daily specials only available to our Ridgecrest facility. Delivery service. $20 minimum. Meds guaranteed!!! 951-870-7311","https://weedmaps.com/dispensaries/socalenterprises"
"40","NACCC","1719 Pacific Coast Highway","Lomita","CA","90717","naccc310@gmail.com","310-257-0012","December 11th, 2013","6178_he4i25ssbx4.jpg","https://images.weedmaps.com/dispensaries/000/028/624/avatar/square_fill/1510582437-WeedmapsProfileSquare.jpeg","33.7897770","-118.3084120","http://www.facebook.com/naccc310","http://twitter.com/NACCC420710","http://instagram.com/naccc310","-Early Bird Special: 10am-12pm, get 10% OFF YOUR WHOLE ORDER! (NO discount stacking) -Happy Hour ($5 off any 1/8ths!): M-Fri *3p-8pm*/ Sat-Sun *All-Day Long*! -Loyalty Rewards Program: $50 credit every 100 points earned! **Read below for Daily Deals**","https://weedmaps.com/dispensaries/new-age-compassion-care"
"41","THE LAB","11227 South Broadway St.","LOS ANGELES","CA","90061","THELABONBROADWAYLA@GMAIL.COM","1-323-592-7828","April 3rd, 2015","6135_2q55mrv0plc.jpg","https://images.weedmaps.com/dispensaries/000/042/053/avatar/square_fill/1511677825-95D43055-136A-4807-865B-0EA7716FADFF.jpeg","33.9321490","-118.2790970",,,,"**SPECIALS** ~7 GRAMS @ $20~ ~1 OUNCE @ $75~","https://weedmaps.com/dispensaries/the-lab-ftp-5g-1-8th"
"42","The High Church - Temecula","47991 Rainbow Valley Blvd","Temecula","CA","92592","info@thehighchurch.com","760-468-1658","January 21st, 2016","6139_lb0fj4b1tgy.jpg","https://images.weedmaps.com/dispensaries/000/046/118/avatar/square_fill/1510582870-THE_HIGH_CHURCH_LOGO_JPG_WHITE.jpg","33.4329750","-117.1397280","http://www.facebook.com/thehighchurch",,"http://instagram.com/thehighchurch","MEDICAL COLLECTIVE ONLY! | NO PROP 64 *18+ ONLY! NO ONE UNDER 18 ALLOWED ON PROPERTY OR IN PARKING LOT* NO ATM ON SITE/CASH ONLY FULL PAGE ORIGINAL RECS ONLY MUST BE CALIFORNIA RESIDENT PROOF OF RESIDENCY=DMV PAPERWORK, UTILITY BILL, RENTAL AGREEMENT","https://weedmaps.com/dispensaries/the-high-church"
"43","Harbor Collective","2405 E Harbor Drive","San Diego","CA","92113","director@harbormmcc.com","619-841-2045","January 12th, 2016","6145_pe2beryqwff.png","https://images.weedmaps.com/dispensaries/000/045/855/avatar/square_fill/1510582858-Messages_Image_1103620127_.png","32.6923150","-117.1391490","https://www.facebook.com/Harbor-Collective-1627597177497283/",,"http://instagram.com/harborcollectivesandiego","Mid shelf $23.15 1/8th Top shelf $32.41 1/8th Private Reserve $41.67 1/8th Exclusive $46.30 1/8th 3 Pre Rolls for $10 Buy 1G of Moonrocks, get 2nd Gram 50%OFF Veterans, Seniors, and Disabled welcome SPECIALS!!!! $40 Eights OR 2 grams for $30 on the Followings Strains ; Krypto OG - Private Reserve (Hybrid) Red Dragon - Private Reserve (Hybrid) Urkle OG - Private Reserve (Indica) Blue Hawaiian - Private Reserve (Hybrid)","https://weedmaps.com/dispensaries/harbor-collective-2-2"
"44","HGC 30CAP - Gardena","16400 S Vermont Ave","Gardena","CA","90247","hgc420@yahoo.com","424-329-3536","May 16th, 2015","6150_hpxlzylxrca.png","https://images.weedmaps.com/dispensaries/000/043/350/avatar/square_fill/1512154384-IMG_2144.PNG","33.8824850","-118.2913000",,,,"HAPPY HOUR EVERYDAY 9-1PM PR 1G $10, PR 7G $60, 10% OFF ALL 1G CARTS & EDIBLES. 9P,-11PM PR 1G $10,10% OFF ALL 1G CARTS & EDIBLES. FTP *FREE 3.5G TOP-SHELF OR .5 CARTIDGE $40 MIN DONATION FTP *FREE ""BEST SHAKE EVER"" 1G $20 MIN donation","https://weedmaps.com/dispensaries/harbor-gateway-collective-hgc"
"45","Metro Meds","10040 N Metro Parkway West","Phoenix","Arizona","85051","marketing@metromeds.com","602-870-8700","April 4th, 2014","6155_e1wybqrtwwp.jpg","https://images.weedmaps.com/dispensaries/000/031/380/avatar/square_fill/1510582497-Untitled-1.jpg","33.5780820","-112.1249870","https://www.facebook.com/metromedsphoenix/","https://twitter.com/MetroMedsaz","https://www.instagram.com/metromedsphx/","*FIRST TIME PATIENTS: * Choose From: ? Free Pre Roll ? Buy 1 Gram Get 1 Gram FLOWER ? Buy 1 Eighth Get 1 Eighth FLOWER ? Buy 1 Quarter Get 1 Quarter FLOWER (EXCLUDES $12 PRIME STRAINS) ? Buy 1 Get 1 Gram of VENOM EXTRACTS SHATTER! ** Cannot Combine with other Offers. Valid only while supplies last!","https://weedmaps.com/dispensaries/metro-meds-2-2"
