"1665","Freedom Market Longview-Recreational","971 14th Ave.","Longview","Washington","98632","thefreedommarket420@gmail.com","360-703-3229","September 9th, 2014","7803_x32rjj3pomy.jpg","https://images.weedmaps.com/dispensaries/000/035/134/avatar/square_fill/1510582672-1506458340-pad.jpg","46.1320663","-122.9380921",,"http://twitter.com/freedommarkets",,"Huge ever changing selection of marijuana! Check daily for specials!","https://weedmaps.com/dispensaries/longview-freedom-market-recreational"
"1666","Sweet Jane- Gig Harbor","9507 State Route 302 NW Suite B","Gig Harbor","WA","98329","info@sweetjanenw.com","253-245-7831","January 7th, 2016","7808_4edskkhibfa.jpg","https://images.weedmaps.com/dispensaries/000/045/798/avatar/square_fill/1510582909-sweet_jane_logo_stacked__1_.jpg","47.3892150","-122.6674660","https://www.facebook.com/Sweet-Jane-482654315269648/",,,"Green Lab (Also known as Swifts) Vendor Day on Friday December 1, 2017!","https://weedmaps.com/dispensaries/sweet-jane"
"1667","Freedom Market Ilwaco- Recreational","133 Howerton Way SE","ILwaco","Wa","98624","thefreedommarket420@gmail.com","360-261-7200","September 27th, 2016","7812_xjpglmayvui.jpg","https://images.weedmaps.com/dispensaries/000/048/979/avatar/square_fill/1510583011-pad.jpg","46.3073650","-124.0355880",,"http://twitter.com/Freedommarkets",,"Huge ever changing selection of marijuana! Check daily for specials!","https://weedmaps.com/dispensaries/iwaco-freedom-market"
"1668","Starbuds","11834 NE 90th St.","Kirkland","WA","98033","starbudskirkland@gmail.com","425-828-9999","August 30th, 2016","7816_1yfhppdsitk.jpg","https://images.weedmaps.com/dispensaries/000/048/721/avatar/square_fill/1510583009-rsz_starbudslogo.jpg","47.6829120","-122.1817900",,"http://twitter.com/StarbudsK","http://instagram.com/starbuds_kirkland",,"https://weedmaps.com/dispensaries/starbuds-4"
"1669","Walla Walla Cannabis Company","927 West Main Street","Walla Walla","WA","99362","manager@wallawallacannibisco.com","509-876-4946","April 30th, 2016","7820_ne5bwrv0lx1.jpg","https://images.weedmaps.com/dispensaries/000/047/378/avatar/square_fill/1510582940-rsz_wwcc.jpg","46.0615010","-118.3520350","https://www.facebook.com/WallaWallaCC/",,"https://www.instagram.com/wallawallacannabisco/",,"https://weedmaps.com/dispensaries/walla-walla-cannabis-company"
"1670","I-90 Green House","1611 Smitty's Blvd Suite B","Ritzville","Wa","99169","i90greenhouse@gmail.com","509-770-4727","October 10th, 2016","7823_lyvgxzv5o5m.png","https://images.weedmaps.com/dispensaries/000/049/109/avatar/square_fill/1510583083-IMG_3862.PNG","47.1189350","-118.3641240","https://www.facebook.com/i90greenhouse/","https://twitter.com/i90greenhouse","https://www.instagram.com/i90greenhouse",,"https://weedmaps.com/dispensaries/i-90-green-house"
"1671","Cinder -Spokane Valley","1421 North Mullan Road","Spokane Valley","WA","99206","spokanevalley@cindersmoke.com","(509) 241-3726","October 8th, 2014","7784_05ddxikjvla.jpg","https://images.weedmaps.com/dispensaries/000/035/801/avatar/square_fill/1510582634-logo.jpg","47.6702570","-117.2819280","http://www.facebook.com/cinder509","https://twitter.com/Cinder509","http://www.instagram.com/cinder509","Come check out our large variety of concentrates! We offer .5g of Shatter, Sugar Wax and Honey Oil. Our everyday specials include $6 .5gram and $10 1gram pre-rolled joints!","https://weedmaps.com/dispensaries/cinder-spokane-valley"
"1672","Lucid - Auburn","3310 Auburn Way North","Auburn","WA","98002","contact@LUCIDAuburn.com","(253) 279-7730","April 18th, 2016","7789_bgqzjhto5hb.jpg","https://images.weedmaps.com/dispensaries/000/047/217/avatar/square_fill/1510582945-1506539958-Lucid_BlockLogo_Black_copy-01__1_.jpg","47.3367850","-122.2221660","https://www.facebook.com/LUCIDAuburn/","http://twitter.com/LUCIDAuburn","http://instagram.com/LUCIDAuburn","THANKS GIVING LOVE * $3.50 All WildFire joints� * $18 1/8s on Noble farms, Naked Emperor, Hi Guys, Wildfire *$12 1/8's on ABC & Footprint BioScience * $5 off All Mfused Products� * $5 Flight 9 joint packs * $18 all wax from Naked Emperor, Hi guys","https://weedmaps.com/dispensaries/lucid-auburn"
"1673","The Herbery I-205","212 NE 164th Ave Suite #11","Vancouver","WA","98684","theherberynw@gmail.com","360-841-7500","February 15th, 2015","7793_n3csru4ws5b.png","https://images.weedmaps.com/dispensaries/000/039/867/avatar/square_fill/1510582723-textgram_1476263525.png","45.6225070","-122.5051330","http://facebook.com/theherberynw","http://twitter.com/TheHerberyNW","http://instagram.com/the_herbery_northwest","Menu updated daily! Check out or new store off the 205 connector on Chkalov Drive! A quick stop and you're ready to get back on the interstate.","https://weedmaps.com/dispensaries/the-herbery"
"1674","Greenside Recreational Des Moines - Kent/Renton","23407 Pacific Hwy South","Des Moines","WA","98198","contact@greensiderec.com","(206) 878-6470","October 30th, 2014","7799_outfrmqsbnd.jpg","https://images.weedmaps.com/dispensaries/000/036/527/avatar/square_fill/1510582646-weedmaps.jpg","47.3916740","-122.2956550","http://facebook.com/GreensideRecDES","http://twitter.com/GreensideRecDES","http://instagram.com/GreensideRecWA","Follow us GreensideRecWA on Instagram or @GreensideRecDES on Facebook and Twitter to stay up-to-date on all of our Vendor Days! Learn which product and brands are right for you and enjoy savings up to 20% at the same time!","https://weedmaps.com/dispensaries/greenside-des-moines"
"1675","High Society - Recreational","1824 Broadway","Everett","WA","98201","info@highsociety.com","(425) 374-3772","August 26th, 2014","7805_xf0ymnbgtjs.png","https://images.weedmaps.com/dispensaries/000/034/866/avatar/square_fill/1510582666-High_Society_Logo.png","47.9928211","-122.2015060",,,"http://instagram.com/highsociety502",,"https://weedmaps.com/dispensaries/high-society-everett"
"1676","Cannazone Mount Vernon","17905 Memorial HWY","Mount Vernon","WA","98273","cannazonemtvernon@gmail.com","360-899-5234","April 5th, 2017","7811_o0cwbcf4itb.png","https://images.weedmaps.com/dispensaries/000/051/260/avatar/square_fill/1510583143-New_Logo.png","48.4264700","-122.3594980","https://www.facebook.com/CannazoneMountVernon/",,"https://www.instagram.com/cannazone.mtvernon/","Medical Patients and Veterans 15% off purchase.","https://weedmaps.com/dispensaries/cannazone-mount-vernon"
"1677","Floyds Cannabis Co Pullman","5952 Pullman Airport Road","Pullman","WA","99163","FCCpullman@gmail.com","509-872-3080","July 25th, 2017","7815_gy5pte0bimq.jpg","https://images.weedmaps.com/dispensaries/000/052/790/avatar/square_fill/1510583345-IMG_0057.JPG","46.7280840","-117.2072780","http://facebook.com/Floyds Cannabis Co","http://twitter.com/Floydspullman","http://instagram.com/Floydscannabiscopullman","Daily deals Sunday through Thursday!","https://weedmaps.com/dispensaries/floyds-cannabis-co-pullman"
"1678","The Happy Crop Shoppe-Cashmere","5736 Vale Road","Cashmere","WA","98815","allie.ajordan@gmail.com","509-888-2454","August 24th, 2015","7819_b4k0ts2cxoc.jpg","https://images.weedmaps.com/dispensaries/000/044/386/avatar/square_fill/1510582794-Crop_Shoppe_Official_Logo_1.jpg","47.5283020","-120.4885540","https://www.facebook.com/The-Shoppe-161083020946287/","https://twitter.com/THCshoppe502","http://instagram.com/@Thehappycrop.shoppes",,"https://weedmaps.com/dispensaries/the-happy-crop-shoppe-2"
"1679","Have a Heart - Skyway","12833 MLK Jr Way S","Seattle","Wa","98178","haveaheartskyway@gmail.com","206-258-3331","April 18th, 2015","7825_eb51yx4xib4.png","https://images.weedmaps.com/dispensaries/000/042/519/avatar/square_fill/1510582805-Weedmaps-Shop-Logo-200x200.png","47.4876320","-122.2589820","https://www.facebook.com/haveaheartskyway",,"http://instagram.com/haveaheartrec",,"https://weedmaps.com/dispensaries/have-a-heart-skyway"
"1680","2020 Solutions - Iron St.","2018 Iron St.","Bellingham","WA","98225","info@i502solutions.com","360-734-2020","July 8th, 2014","7826_wgmimaw4tos.jpg","https://images.weedmaps.com/dispensaries/000/033/681/avatar/square_fill/1510582588-iron_st.jpg","48.7570490","-122.4659490","https://www.facebook.com/2020SolutionsWa/","https://twitter.com/2o2oSolutions","https://www.instagram.com/2020solutions_bellingham","Recreational Cannabis - Ages 21+ Join our amazing rewards program! When you spend $100, you get $10 in credit on future purchases! Register at http://2020s.us/rewards.","https://weedmaps.com/dispensaries/2020-solutions-recreational"
"1681","Fillabong 2 -Bremerton","3249 Perry Ave Suite B","Bremerton","WA","98310","fillabong2016@outlook.com","(360) 627-9948","February 14th, 2011","7785_3bliezpeq4y.jpg","https://images.weedmaps.com/dispensaries/000/010/715/avatar/square_fill/1513637285-logofillabong.jpg","47.5934870","-122.6142150",,,,"FILLABONG Inc-Bremerton, an I-502 Recreational Marijuana Store 21+ Numerous vendors, Wide variety of strains and new inventory every week! Keep a look out for all the new ways to intake your cannabis! *** ALL SALES TAX INCLUDED IN PRICES***","https://weedmaps.com/dispensaries/tacoma-greenthumb-port-orchard"
"1682","Marley 420 Recreational Covington","16204 SE 272nd St","Covington","WA","98042","marley777@comcast.net","253-630-3050","August 11th, 2016","7802_dy3r4xdaeew.jpg","https://images.weedmaps.com/dispensaries/000/048/517/avatar/square_fill/1510583003-IMG_0208.JPG","47.3584810","-122.1254720","https://www.facebook.com/Marley-420-529933100526399",,,"We are a Recreational store With a Medical Endorsment focused on medical. $20 eighth multiple strains","https://weedmaps.com/dispensaries/marley-420-recreational-marijuana"
"1683","Mary Mart - Recreational","3002 6th Ave.","Tacoma","WA","98406","253marymart@gmail.com","253 507 4735","September 16th, 2014","7814_3xivtypaaq3.jpg","https://images.weedmaps.com/dispensaries/000/035/276/avatar/square_fill/1510582675-profile-photo-mary-mart.jpg","47.2550140","-122.4752590","https://www.facebook.com/marymarttacoma/","https://twitter.com/253marymart","https://www.instagram.com/marymarttacoma/","Mary Mart is a recreational cannabis store. That means anyone 21 years or older with a valid I.D. can purchase. $3 joints & $5 grams 1oz $190, 1/2oz $95 & 1/4oz $36 Out The Door!","https://weedmaps.com/dispensaries/mary-mart"
"1684","Localamster in Longview","1006 California Way","Longview","WA","98632","localamster@gmail.com","360-353-3628","November 18th, 2014","7817_r5qhhtmd1hz.jpg","https://images.weedmaps.com/dispensaries/000/036/951/avatar/square_fill/1510582709-Small_interior_image_2016.jpg","46.1223630","-122.9365520","http://facebook.com/LocalAmster","http://twitter.com/LocalAmster","http://instagram.com/LocalAmster","Saturday the 2ND of DECEMBER Smokey Point Productions (SPP) will be joining us for a Vendor Day!!! DONT MISS OUT!!!","https://weedmaps.com/dispensaries/localamster"
"1685","Commencement Bay Cannabis","5402 Pacific Hwy East","Fife","WA","98424","retailorders@ptceinc.com","253-517-7265","March 1st, 2017","7822_43btskcfa2b.png","https://images.weedmaps.com/dispensaries/000/050/743/avatar/square_fill/1510583124-CBC_Logo_Vertical_Positive_RGB.png","47.2425830","-122.3562940",,,"https://www.instagram.com/commencementbaycannabis/?hl=en",,"https://weedmaps.com/dispensaries/commencement-bay-cannabis"
"1686","Growers Outlet","613 Montana Ave #2","South Bend","Washington","98586","growersoutlet1@gmail.com","(360) 875-8222","May 5th, 2015","7824_p5d5casyjfk.jpg","https://images.weedmaps.com/dispensaries/000/042/962/avatar/square_fill/1510582748-20150423_113659-1.jpg","46.6682400","-123.7870860",,,,"I-502 Recreational Marijuana Retail located in South Bend, Washington. Military Discount 10% Medical Discount 5% Must have valid I.D. or recommendation.","https://weedmaps.com/dispensaries/growers-outlet"
"1687","The Vault - Lake Stevens","9626 32nd St. SE","Lake Stevens","WA","98258","vaultmanagementteam@gmail.com","425-322-5273","April 18th, 2016","7827_xhhsbo00gsi.png","https://images.weedmaps.com/dispensaries/000/047/206/avatar/square_fill/1510582935-TheVault_logo-01.png","47.9670330","-122.1014420",,,,"Save money everyday with our Daily Specials!","https://weedmaps.com/dispensaries/the-vault"
"1688","PRC - 221 INC","18729 Fir Island Rd Suite C","Mount Vernon","Wa","98273","info@221inc.com","360-445-6221","December 15th, 2016","7828_5qxtxlpetdo.png","https://images.weedmaps.com/dispensaries/000/049/850/avatar/square_fill/1510583070-PRC_Conway.png","48.3415450","-122.3407550","https://www.facebook.com/221inc/","https://twitter.com/221inc","https://www.instagram.com/221inc/",,"https://weedmaps.com/dispensaries/221-inc-222"
"1689","New Vansterdam - Vancouver","6515 E Mill Plain Blvd","Vancouver","WA","98661","info@newvansterdam.com","(360) 597-4739","March 17th, 2015","7829_e2xbwjmdy3x.jpg","https://images.weedmaps.com/dispensaries/000/040/973/avatar/square_fill/1510582788-NewVansterdam.jpg","45.6271178","-122.6042759","https://www.facebook.com/newvansterdam/","https://twitter.com/NewVansterdam","https://www.instagram.com/nv_vancouver/",,"https://weedmaps.com/dispensaries/new-vansterdam-2"
"1690","The Novel Tree","1817 130th Ave NE Suite B","Bellevue","WA","98005","ganjabuds@noveltreestore.com","425-867-2700","November 3rd, 2014","7830_i3b3xm545sy.png","https://images.weedmaps.com/dispensaries/000/036/578/avatar/square_fill/1510582649-1504107202-tnt_icon_slate.png","47.6270420","-122.1676410","https://www.facebook.com/TheNovelTree/","https://twitter.com/thenoveltree","https://www.instagram.com/noveltree_bellevue/","We have the lowest prices on the East Side: 1g FLOWER-$8 3.5g FLOWER-$20 PRE-ROLLS-$5 CARTRIDGES-$25 10mg EDIBLES-$3 100mg EDIBLES-$25","https://weedmaps.com/dispensaries/the-novel-tree"
"1691","Altitude - Recreational","260 Merlot Dr.","Prosser","WA","99350","altitudehi2014@gmail.com","509-786-4200","July 8th, 2014","7783_vjb01xp5szd.png","https://images.weedmaps.com/dispensaries/000/033/678/avatar/square_fill/1510582588-logo.png","46.2199800","-119.7848280","https://www.facebook.com/AltitudeMJ/","https://twitter.com/AltitudeMJ","https://www.instagram.com/altitude_mj/?hl=en","We went MEDICAL!!! We validate and create WA medical cannabis cards and have several consultants on staff to assist you with your medical cannabis needs.","https://weedmaps.com/dispensaries/altitude"
"1692","Herbal Access Retail","8962 Beaver Valley Rd","Chimacum","WA","98325","Sales@herbalaccess.com","(360) 379-4689","November 24th, 2015","7788_qxk22xqd2jo.jpg","https://images.weedmaps.com/dispensaries/000/045/434/avatar/square_fill/1510582847-400dpiLogo.jpg","48.0101730","-122.7658040",,,,"Now open from 10AM - 8PM everyday!","https://weedmaps.com/dispensaries/herbal-access-retail"
"1693","The Happy Crop Shoppe- Wenatchee","1210 North Wenatchee Ave Suite J","Wenatchee","Wa","98801","allie.ajordan@gmail.com","509-888-7957","October 24th, 2016","7791_yzi5rgc2hbr.jpg","https://images.weedmaps.com/dispensaries/000/049/268/avatar/square_fill/1510583103-Crop_Shoppe_Official_Logo_1.jpg","47.4393440","-120.3234960",,"https://twitter.com/THCshoppe502",,,"https://weedmaps.com/dispensaries/the-happy-crop-shoppe-2-2"
"1694","Fweedom Cannabis - Seattle","12001 Aurora Ave N","Seattle","WA","98133","FweedomCannabis@gmail.com","206-734-9333","August 31st, 2013","7796_jsho1zcozhs.jpg","https://images.weedmaps.com/dispensaries/000/026/381/avatar/square_fill/1510582358-FweedomWALOGO.jpg","47.7161299","-122.3454870","http://facebook.com/Fweedom",,"http://instagram.com/Fweedom_Seattle","We carry only top shelf cannabis that has passed our quality control all of our cannabis has been lab tested for THC, CBD and CBN percentages as well as Mold and Mildew Tests 21+ Recreational Dispensary","https://weedmaps.com/dispensaries/fweedom-collective-seattle"
"1695","Yakima Weed Company","1606 Fruitvale Blvd","Yakima","WA","98902","yakima502@gmail.com","(509) 571-1616","February 17th, 2017","7801_ts0svcefx1u.jpg","https://images.weedmaps.com/dispensaries/000/050/571/avatar/square_fill/1510583121-Yakima_Logo.JPG","46.6122270","-120.5310960","https://www.facebook.com/Yakima-Weed-Compnay-412761362399394/","http://twitter.com/YakimaWeedCo","http://Instagram.com/theyakimaweedco/",,"https://weedmaps.com/dispensaries/yakima-weed-company"
"1696","Fweedom Cannabis-Mount Vernon","17869 State Route 536","Mount Vernon","WA","98273","fweedommtv@gmail.com","360-420-7038","March 30th, 2017","7806_l1v0iuxq2tb.jpg","https://images.weedmaps.com/dispensaries/000/051/180/avatar/square_fill/1510583143-FweedomWALOGO.jpg","48.4273200","-122.3599720",,,"http://instagram.com/Fweedom.MTV",,"https://weedmaps.com/dispensaries/fweedom-cannabis-mount-vernon"
"1697","Evergreen Market - Renton Airport","409 Rainier Ave North","Renton","WA","98057","info@theevergreenmarket.com","425-318-8898","April 15th, 2015","7809_kkjywhmaehw.png","https://images.weedmaps.com/dispensaries/000/042/403/avatar/square_fill/1510582803-TEM_340.png","47.4889990","-122.2186390","https://www.facebook.com/TheEvergreenMarketCo","https://twitter.com/evergreenmkt","https://www.instagram.com/theevergreenmarket_wa/","Our gram prices range from $10-$18, including sales tax! We also have full ounces of top-shelf available for $300!","https://weedmaps.com/dispensaries/the-evergreen-market"
"1698","Green Token Cannabis","5917 N 26th St","Tacoma","WA","98407","greentokenllc@yahoo.com","253-267-5428","July 29th, 2016","7813_nfnr2dlzb2a.png","https://images.weedmaps.com/dispensaries/000/048/365/avatar/square_fill/1510583051-640x640GreenTlogo.png","47.2715200","-122.5170220","https://www.facebook.com/GreenTokenTacoma/","https://twitter.com/thegreentoken?s=09","https://www.instagram.com/the_green_token_tacoma/","Stop in Today and Save!!! Remember your not chokin if you haven't been to Green Token! We have the highest selection of affordable cannabis in the City of Tacoma. Green Token Cannabis located in Tacoma. 26th & Pearl St","https://weedmaps.com/dispensaries/green-token-cannabis"
"1699","THC of Lacey","6725 Martin Way East","Olympia","WA","98516","thcoflacey@gmail.com","360-515-0258","August 18th, 2016","7818_azburlpzjdx.png","https://images.weedmaps.com/dispensaries/000/048/594/avatar/square_fill/1510582997-13645253_1348887758469559_1579806354945902242_n.png","47.0509760","-122.7919900","http://facebook.com/thcoflacey",,"http://instagram.com/thcoflacey","Sunday: 10% off Vape Cartridges Monday: 10% off Pre-Rolls Tuesday: 10% off Concentrates Wednesday: 10% off Edibles Thursday: 10% off Glass Friday: 10% off Flower Saturday: 10% off Topicals & CBD Products 55+ & Veterans 5% Off Happy Hour Specials 4:20-6:20","https://weedmaps.com/dispensaries/thc-of-lacey"
"1700","The Green Seed","412 S Interlake Road","Moses Lake","WA","98837","thegreenseed@hotmail.com","509-762-3034","January 20th, 2016","7821_fqqfdcuchu1.jpg","https://images.weedmaps.com/dispensaries/000/046/102/avatar/square_fill/1510582869-FB_IMG_1498962397797.jpg","47.1626320","-119.3116550","http://www.facebook.com/thegreenseed.retailer",,"http://instagram.com/thegreenseed, thegreenseedfanpage","Cannagars are available! Fresh drop from Exotikz are on the shelves! We have a large selection of SubX flower and concentrate products! Refine Seattle, Polar Icetracts, Elevate Cannabis Co. and Mantis are some of our top extractors available at our store!","https://weedmaps.com/dispensaries/the-green-seed"
"1701","Rainier Cannabis - Mountlake Terrace","22002 64th Ave W Suite 2A","Mountlake Terrace","WA","98043","amcannaweedco@gmail.com","425-678-0444","December 8th, 2016","7833_2r02olid0pw.jpg","https://images.weedmaps.com/dispensaries/000/049/775/avatar/square_fill/1510583069-Rainier_Logo.JPG","47.7989470","-122.3197770",,"https://twitter.com/Rainiercannabis",,"Order online at menu.rainiercannabis.com!","https://weedmaps.com/dispensaries/rainier-cannabis-2"
"1702","Evergreen Market - Auburn","402 16th Street NE Suite A-100","Auburn","WA","98002","Info@theevergreenmarket.com","(425) 318-8898","February 2nd, 2016","7837_3dfuw2enobx.png","https://images.weedmaps.com/dispensaries/000/046/381/avatar/square_fill/1510582960-The_Evergreen_Market_Logo.png","47.3214840","-122.2243710","https://www.facebook.com/TheEvergreenMarketCo","https://twitter.com/evergreenmkt","https://www.instagram.com/theevergreenmarket_wa/","Our gram prices range from $10-$20, including cannabis and sales tax! We also have full ounces of top-shelf available for $300!","https://weedmaps.com/dispensaries/the-evergreen-market-auburn"
"1703","Lucid - Cheney","1845 1st Street","Cheney","Wa","99004","contact@lucidcheney.com","509-559-5904","November 16th, 2016","7840_e42k4wtdhp4.jpg","https://images.weedmaps.com/dispensaries/000/049/501/avatar/square_fill/1510583048-Lucid_LetteringLogo_Black_copy-01.jpg","47.4981610","-117.5647230","http://facebook.com/lucidcheney",,"http://instagram.com/lucidcheney",,"https://weedmaps.com/dispensaries/lucid-cheney"
"1704","Hwy 420- Silverdale","11493 Clear Creek rd. NW","Silverdale","WA","98383","cheryl@hwy420.xyz","360-204-5488","April 10th, 2017","7844_zldkvre5eip.png","https://images.weedmaps.com/dispensaries/000/051/366/avatar/square_fill/1510583168-logo_hwy420_large_transparentPNG.png","47.6671180","-122.6934830","https://www.facebook.com/hwy420xyz/","https://twitter.com/Hwy2420",,,"https://weedmaps.com/dispensaries/hwy-420-2-2"
"1705","Green Leaf Recreational - Bellingham","4220 Meridian St. North","Bellingham","Washington","98226","sergglmedia@gmail.com","360-526-2198","August 25th, 2014","7847_bs3reryv1hr.jpg","https://images.weedmaps.com/dispensaries/000/034/849/avatar/square_fill/1510582603-Black_Neon-GL-Logo.jpg","48.7945390","-122.4854520",,"http://twitter.com/@GreenLeafNWWA","http://instagram.com/greenleafnw","**We now have rotating $7.00 a grams! (plus sales tax)** Are you a medical Patient? Let our certified medical consultants assist you with getting your recognition card and database registration!","https://weedmaps.com/dispensaries/greenleaf-2"
"1706","THE HERBERY I-5","6018 NE St. Johns Rd Ste. D","Vancouver","WA","98661","theherberynw@gmail.com","360-841-7505","July 24th, 2015","7853_iucjfzruxm4.png","https://images.weedmaps.com/dispensaries/000/044/084/avatar/square_fill/1510582790-textgram_1476263525.png","45.6659910","-122.6370050","http://facebook.com/theherberyvanwa","http://twitter.com/TheHerberyNW","http://instagram.com/theherbery","Second location on 212 NE 164th Ave Suite #11, Vancouver, WA 98684. Our menu differs a bit but our environment and staff is amazing in both locations. Stop by and say hi! Hours apply to both stores.","https://weedmaps.com/dispensaries/the-herbery-i-5"
"1707","Cannabis Coast","193161 US-101","Forks","WA","98331","coastalparkers@outlook.com","(360) 374-4020","April 30th, 2016","7858_mqs4bmqlzll.jpg","https://images.weedmaps.com/dispensaries/000/047/386/avatar/square_fill/1510583002-cc_door.jpg","47.9683180","-124.4041390","https://www.facebook.com/cannacoast",,"https://www.instagram.com/cannabiscoastforks/","Come check out our great selection of cannabis infused truffles and drinks!","https://weedmaps.com/dispensaries/cannabis-coast-2"
"1708","The Happy Crop Shoppe - East Wenatchee","50 Rock Island Rd.","East Wenatchee","WA","98802","alliejordan.thcshoppe@gmail.com","(509) 888-1597","July 7th, 2014","7862_y4dw141d20f.jpg","https://images.weedmaps.com/dispensaries/000/033/650/avatar/square_fill/1510582640-Crop_Shoppe_Official_Logo_1.jpg","47.4041310","-120.2888750",,,,,"https://weedmaps.com/dispensaries/the-happy-crop-shoppe"
"1709","Always Greener Downtown","15937 Redmond Way","Redmond","WA","98052","info@thegrassisalways.com","425-861-5497","March 3rd, 2017","7865_dqref15q3na.png","https://images.weedmaps.com/dispensaries/000/050/770/avatar/square_fill/1510583187-1504821343-DOWNTOWN_LOGO_BUG_CYMK_shadow_.png","47.6743420","-122.1282070",,,,,"https://weedmaps.com/dispensaries/always-greener-downtown"
